Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector
SOROS FUND MANAGEMENT LLC,Microtune Inc,TUNE,3/31/2001,SH,2644660,20661000,0,0,0.8681,,22,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"Rockwell Automation, Inc.",ROK,3/31/2001,SH,541000,19665000,0,0,0.8262,,23,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Powertel Inc.,PTEL,3/31/2001,SH,330899,18199000,0,0,0.7646,,24,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Ann Inc,ANN,3/31/2001,PRN,35601000,17600000,0,0,0.7395,,25,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Valaris PLC (Ensco International),VAL,3/31/2001,SH,117375.75,16433000,0,0,0.6904,,26,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,BJ Services Co.,BJS,3/31/2001,SH,921032,16394000,0,0,0.6888,,27,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,FedEx Corporation,FDX,3/31/2001,SH,386400,16105000,0,0,0.6766,,28,999999,,new,TRANSPORTS
SOROS FUND MANAGEMENT LLC,"Intermedia Communications, Inc.",ICIX,3/31/2001,SH,881000,15308000,0,0,0.6432,,29,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Mirant TR I Pfd CV S,MIRPQ,3/31/2001,SH,200000,14804000,0,0,0.622,,30,999999,,new, 
SOROS FUND MANAGEMENT LLC,"American Tower Corp., Class A",AMT,3/31/2001,PRN,18000000,14006000,0,0,0.5885,,31,999999,,new,UTILITIES AND TELECOMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Efficient Networks Inc.,EFNT,3/31/2001,PRN,14091000,13789000,0,0,0.5793,,32,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Sepracor Inc.,SEPR,3/31/2001,PRN,20500000,13643000,0,0,0.5732,,33,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Noble Corporation (UK),NEBLQ,3/31/2001,SH,29443.7,13591000,0,0,0.571,,34,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Alza Corp,AZA.A,3/31/2001,PRN,12800000,13544000,0,0,0.569,,35,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,3/31/2001,PRN,11000000,13283000,0,0,0.5581,,36,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Schering-Plough Inc.,SGP,3/31/2001,SH,360000,13151000,0,0,0.5525,,37,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Magna International Inc. Class A,MGA,3/31/2001,SH,1120400,12957000,0,0,0.5444,,38,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Schlumberger Ltd.,SLB,3/31/2001,SH,448830,12929000,0,0,0.5432,,39,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Knight-Ridder Inc.,KRI,3/31/2001,SH,234100,12574000,0,0,0.5283,,40,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Columbia Diversified Fixed Income Allocation ETF-Columbia Diversified Fixed Income Allocation ETF,DIAL,3/31/2001,SH,545200,12551000,0,0,0.5273,,41,999999,,new,MUTUAL FUND
SOROS FUND MANAGEMENT LLC,Telefonos De Mexico S.A.B. de C.V. (NYSE),TMX,3/31/2001,PRN,20000000,12051000,0,0,0.5063,,42,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,SPDR(R) Bloomberg Barclays Mortgage Backed Bond ETF-SPDR(R) Bloomberg Barclays Mortgage Backed Bond ETF,MBG,3/31/2001,SH,592600,11834000,0,0,0.4972,,43,999999,,new,MUTUAL FUND
SOROS FUND MANAGEMENT LLC,Rowan Companies Plc,RDC,3/31/2001,SH,404124,11113000,0,0,0.4669,,44,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,3/31/2001,PRN,9950000,11045000,0,0,0.464,,45,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Duke Energy Corp.,DUK,3/31/2001,SH,133320,10940000,0,0,0.4596,,46,999999,,new,UTILITIES AND TELECOMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,3/31/2001,SH,589206,10827000,0,0,0.4549,,47,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,"Johnson Controls, Inc. - delisted 2016-9-2",JCI,3/31/2001,SH,1033800,10762000,0,0,0.4522,,48,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Avnet Inc,AVT,3/31/2001,SH,482500,9891000,0,0,0.4156,,49,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Weatherford International plc,WFTIQ,3/31/2001,PRN,60000000,9526000,0,0,0.4002,,50,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,AES Corp. (The),AES,3/31/2001,PRN,5000000,9408000,0,0,0.3953,,51,999999,,new,UTILITIES AND TELECOMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Integrated Device Technology Inc.,IDTI,3/31/2001,SH,317700,9407000,0,0,0.3952,,52,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"Quanta Services, Inc.",PWR,3/31/2001,SH,410500,9162000,0,0,0.3849,,53,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Silicon Valley Group Inc.,SVGI,3/31/2001,SH,309000,8498000,0,0,0.357,,54,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Arrow Electronics Corp.,ARW,3/31/2001,SH,375500,8486000,0,0,0.3565,,55,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"Global Marine, Inc.",GLM,3/31/2001,SH,331212,8479000,0,0,0.3562,,56,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Cypress Semiconductor Corp,CY,3/31/2001,SH,2128650,8156000,0,0,0.3427,,57,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Cameron International Corp.,CAM,3/31/2001,SH,566092,7642000,0,0,0.3211,,58,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Transocean Ltd,RIG,3/31/2001,SH,164350,7125000,0,0,0.2994,,59,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,"Quest Diagnostics, Inc.",DGX,3/31/2001,SH,320000,7110000,0,0,0.2987,,60,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Honeywell International Inc. (Allied Chemical and Dye - Allied Signal),HON,3/31/2001,SH,170901,6936000,0,0,0.2914,,61,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,"Biochem Pharmaceuticals, Inc.",BCHE,3/31/2001,SH,227500,6910000,0,0,0.2903,,62,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Diamond Offshore Drilling Inc,DO,3/31/2001,PRN,6725000,6887000,0,0,0.2894,,63,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Pride  International Inc.,PDE,3/31/2001,PRN,14350000,6453000,0,0,0.2711,,64,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Kate Spade & Co.,KATE,3/31/2001,SH,265000,6234000,0,0,0.2619,,65,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,SPX Corp,SPXC,3/31/2001,PRN,22000000,6050000,0,0,0.2542,,66,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Collagenex Pharmaceuticals Inc.,CGPI,3/31/2001,SH,1200000,6000000,0,0,0.2521,,67,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,American General Corp.,AGC,3/31/2001,SH,155000,5929000,0,0,0.2491,,68,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,Devon Energy Corp.,DVN,3/31/2001,PRN,24000000,5895000,0,0,0.2477,,69,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,"Delhaize America Inc., Class A",DZA,3/31/2001,SH,287750,5884000,0,0,0.2472,,70,999999,,new,CONSUMER STAPLES
SOROS FUND MANAGEMENT LLC,Ortec International Inc,ORTC,3/31/2001,SH,722328,5688000,0,0,0.239,,71,999999,,new, 
SOROS FUND MANAGEMENT LLC,Dean Foods Co,DFODQ,3/31/2001,SH,177000,5675000,0,0,0.2384,,72,999999,,new,CONSUMER STAPLES
SOROS FUND MANAGEMENT LLC,"Harcourt General, Inc.",H,3/31/2001,SH,101900,5673000,0,0,0.2383,,73,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Pointer Telocation Ltd,PNTR,3/31/2001,SH,961570.5,5409000,0,0,0.2273,,74,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Tenet Healthcare Corp.,THC,3/31/2001,SH,44625,5236000,0,0,0.22,,75,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,3/31/2001,SH,4138084,5173000,0,0,0.2173,,76,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Dell Inc.,DELL,3/31/2001,SH,200000,5138000,0,0,0.2159,,77,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Diamond Offshore Drilling Inc,DO,3/31/2001,SH,130000,5116000,0,0,0.2149,,78,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,Dollar General Corp. (Old),DG,3/31/2001,SH,250000,5110000,0,0,0.2147,,79,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,HCA Inc. (New),HCA,3/31/2001,SH,126000,5074000,0,0,0.2132,,80,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Boston Scientific Inc.,BSX,3/31/2001,SH,500000,5045000,0,0,0.212,,81,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,BISYS Group,BSG,3/31/2001,PRN,4750000,4928000,0,0,0.207,,82,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"CrossWorlds Software, Inc.",CWLD,3/31/2001,SH,1321586,4546000,0,0,0.191,,83,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,EZCHIP SEMICONDUCTOR LTD ORD SHS (IL),EZCH,3/31/2001,SH,716485,4433000,0,0,0.1863,,84,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Hilton Hotels Corp.,HLT,3/31/2001,SH,420000,4389000,0,0,0.1844,,85,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Cendant Corp,CD,3/31/2001,SH,299000,4362000,0,0,0.1833,,86,999999,,new, 
SOROS FUND MANAGEMENT LLC,"Vertex Pharmaceuticals, Inc.",VRTX,3/31/2001,PRN,6000000,4241000,0,0,0.1782,,87,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,EXPRESS SCRIPTS AUTOMATIC EXCHANGE SECURITY TRUS,ESAES-NF,3/31/2001,SH,50000,4141000,0,0,0.174,,88,999999,,new, 
SOROS FUND MANAGEMENT LLC,i2 Technologies Inc.,ITWO,3/31/2001,PRN,200000,3959000,0,0,0.1663,,89,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Sanmina Corp.,SANM,3/31/2001,PRN,1917050,3809000,0,0,0.16,,90,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,IBP Inc.,IBP,3/31/2001,SH,231700,3800000,0,0,0.1597,,91,999999,,new,CONSUMER STAPLES
SOROS FUND MANAGEMENT LLC,Sodexho Marriott Services,SDH,3/31/2001,SH,128000,3718000,0,0,0.1562,,92,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Apache Corp. $2.015 Series C Depository Shares,APAPRC,3/31/2001,SH,75000,3689000,0,0,0.155,,93,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,McKesson Corp.,MCK,3/31/2001,SH,136800,3659000,0,0,0.1537,,94,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,StanCorp Financial Group,SFG,3/31/2001,SH,170000,3579000,0,0,0.1504,,95,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,"Jos. A. Bank Clothiers, Inc.",JOSB,3/31/2001,SH,2167034.78,3544000,0,0,0.1489,,96,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,General Electric Co,GE,3/31/2001,SH,85800,3453000,0,0,0.1451,,97,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Sunglass Hut International Inc.,RAYS,3/31/2001,SH,301500,3448000,0,0,0.1449,,98,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,"Time Warner, Inc. (New)",TWX,3/31/2001,SH,27930.54,3365000,0,0,0.1414,,99,999999,,new,COMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Transwitch Corp.,TXCCQ,3/31/2001,PRN,625000,3341000,0,0,0.1404,,100,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Digital Island Inc.,ISLD,3/31/2001,PRN,11580000,3279000,0,0,0.1378,,101,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Mattel Inc.,MAT,3/31/2001,SH,173000,3069000,0,0,0.1289,,102,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Lamar Advertising Co,LAMR,3/31/2001,PRN,3000000,3045000,0,0,0.1279,,103,999999,,new,COMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Mercury Interactive Corp.,MERQ.PK,3/31/2001,PRN,4000000,2953000,0,0,0.1241,,104,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Boeing Company,BA,3/31/2001,SH,50000,2786000,0,0,0.1171,,105,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,Eastman Kodak Co. (Old),EKDKQ,3/31/2001,SH,69200,2760000,0,0,0.116,,106,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Tosco Corp.,TOS,3/31/2001,SH,63000,2694000,0,0,0.1132,,107,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,3/31/2001,PRN,500150,2691000,0,0,0.1131,,108,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"Cardinal Health, Inc.",CAH,3/31/2001,SH,41100,2651000,0,0,0.1114,,109,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,"Plum Creek Timber Co., Inc.",PCL,3/31/2001,SH,108300,2621000,0,0,0.1101,,110,999999,,new,REAL ESTATE
SOROS FUND MANAGEMENT LLC,WorldCom Inc.-WorldCom Group,WCOEQ,3/31/2001,SH,140000,2616000,0,0,0.1099,,111,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Ericsson (L.M.) Telephone Companies ADR,ERIC,3/31/2001,SH,450000,2517000,0,0,0.1058,,112,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Integra LifeSciences Holdings Corp,IART,3/31/2001,SH,360000,2453000,0,0,0.1031,,113,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Medicalogic Medscape Inc,MDLI,3/31/2001,SH,1568421,2400000,0,0,0.1008,,114,999999,,new, 
SOROS FUND MANAGEMENT LLC,"Smith International, Inc.",SII,3/31/2001,SH,135940,2386000,0,0,0.1002,,115,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,"Altria Group, Inc. (Philip Morris)",MO,3/31/2001,SH,50000,2373000,0,0,0.0997,,116,999999,,new,CONSUMER STAPLES
SOROS FUND MANAGEMENT LLC,ALPHARMA Inc.,ALO,3/31/2001,PRN,2000000,2350000,0,0,0.0987,,117,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,"Pfizer, Inc.",PFE,3/31/2001,SH,56500,2314000,0,0,0.0972,,118,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,JPMorgan Chase & Co. (Chemical Bank),JPM,3/31/2001,SH,50000,2245000,0,0,0.0943,,119,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,Dillards Inc.,DDS,3/31/2001,SH,100000,2194000,0,0,0.0922,,120,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Washington Mutual Inc,WAMUQ,3/31/2001,SH,60000,2190000,0,0,0.092,,121,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,Agile Software Corp,AGIL,3/31/2001,SH,197500,2176000,0,0,0.0914,,122,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,VEON Ltd ADR,VEON,3/31/2001,SH,2624025,2159000,0,0,0.0907,,123,999999,,new,UTILITIES AND TELECOMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Lincoln National Corp.,LNC,3/31/2001,SH,50000,2124000,0,0,0.0892,,124,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,AT&T Corp. Liberty Media Group Class A,T-A,3/31/2001,SH,150000,2100000,0,0,0.0882,,125,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Varco International Inc. (DE),VRC,3/31/2001,SH,101000,2086000,0,0,0.0876,,126,999999,,new,ENERGY
SOROS FUND MANAGEMENT LLC,"Intuit, Inc.",INTU,3/31/2001,SH,150000,2081000,0,0,0.0874,,127,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,"Coca-Cola FEMSA, S.A.B. de C.V. ADR",KOF,3/31/2001,SH,105800,2026000,0,0,0.0851,,128,999999,,new,CONSUMER STAPLES
SOROS FUND MANAGEMENT LLC,Celera Group,CRA,3/31/2001,SH,65000,2005000,0,0,0.0842,,129,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,"Nexcen Brands, Inc.",NEXC,3/31/2001,PRN,4000000,1960000,0,0,0.0823,,130,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,Gilead Sciences Inc.,GILD,3/31/2001,SH,960000,1950000,0,0,0.0819,,131,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Golden Telecom Inc,GLDN,3/31/2001,SH,195333,1930000,0,0,0.0811,,132,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,John Hancock Financial Services Inc.,JHF,3/31/2001,SH,50000,1923000,0,0,0.0808,,133,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,"Yum! Brands, Inc. (Tricon Global Restaurants)",YUM,3/31/2001,SH,200000,1910000,0,0,0.0802,,134,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,Human Genome Sciences,HGSI,3/31/2001,SH,40000,1840000,0,0,0.0773,,135,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Raytheon Technologies Corp,RTX,3/31/2001,SH,79450,1833000,0,0,0.077,,136,999999,,new,INDUSTRIALS
SOROS FUND MANAGEMENT LLC,"Best Buy Co., Inc.",BBY,3/31/2001,SH,112500,1798000,0,0,0.0755,,137,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,"Nextel Communications Inc., Class A",NXTL,3/31/2001,SH,125000,1797000,0,0,0.0755,,138,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,C-Cube Microsystems Inc. (DE) (New),CUBE,3/31/2001,SH,145300,1789000,0,0,0.0752,,139,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Cabot Corp.,CBT,3/31/2001,SH,55800,1758000,0,0,0.0739,,140,999999,,new,MATERIALS
SOROS FUND MANAGEMENT LLC,Jefferson-Pilot Corp,JP,3/31/2001,SH,37500,1697000,0,0,0.0713,,141,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,NRG Energy Inc,NRG,3/31/2001,SH,50000,1631000,0,0,0.0685,,142,999999,,new,UTILITIES AND TELECOMMUNICATIONS
SOROS FUND MANAGEMENT LLC,Global X Lithium and Battery Tech ETF-Global X Lithium & Battery Tech ETF,LIT,3/31/2001,SH,20000,1607000,0,0,0.0675,,143,999999,,new,MUTUAL FUND
SOROS FUND MANAGEMENT LLC,IMRGlobal Corp.,IMRS,3/31/2001,SH,264500,1488000,0,0,0.0625,,144,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,RCN Corp (New),RCNI,3/31/2001,SH,243186,1466000,0,0,0.0616,,145,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Tubos de Acero Mexicano,TAMSA-NF,3/31/2001,SH,133500,1462000,0,0,0.0614,,146,999999,,new,MATERIALS
SOROS FUND MANAGEMENT LLC,Arel Communications & Software Ltd,ARLCF,3/31/2001,SH,722500,1422000,0,0,0.0597,,147,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,AT&T Corp.,T,3/31/2001,SH,12780,1361000,0,0,0.0572,,148,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Aviron Inc.,AVIR,3/31/2001,SH,32500,1351000,0,0,0.0568,,149,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,"Willamette Industries, Inc.",WLL,3/31/2001,SH,29300,1348000,0,0,0.0566,,150,999999,,new,MATERIALS
SOROS FUND MANAGEMENT LLC,Virtus LifeSci Biotech Clinical Trials ETF-Virtus LifeSci Biotech Clinical Trials ETF,BBC,3/31/2001,SH,80000,1328000,0,0,0.0558,,151,999999,,new,MUTUAL FUND
SOROS FUND MANAGEMENT LLC,Engelhard Corp.,EC,3/31/2001,SH,50000,1293000,0,0,0.0543,,152,999999,,new,MATERIALS
SOROS FUND MANAGEMENT LLC,Embratel S.A. ADS,EMT,3/31/2001,SH,27000,1256000,0,0,0.0528,,153,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Manor Care Inc. (New),HCR,3/31/2001,SH,59700,1218000,0,0,0.0512,,154,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Apria Healthcare Group Inc.,AHG,3/31/2001,SH,50000,1209000,0,0,0.0508,,155,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,"Unum Group, Inc.",UNM,3/31/2001,SH,40000,1169000,0,0,0.0491,,156,999999,,new,FINANCE
SOROS FUND MANAGEMENT LLC,"True North Communications, Inc.",TNO,3/31/2001,SH,30000,1133000,0,0,0.0476,,157,999999,,new,CONSUMER DISCRETIONARY
SOROS FUND MANAGEMENT LLC,AFFYMETRIX INC,AFFX,3/31/2001,SH,40000,1113000,0,0,0.0468,,158,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Global Crossing Ltd (New),GLBC,3/31/2001,SH,20000,1087000,0,0,0.0457,,159,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,"Becton, Dickinson and Co.",BDX,3/31/2001,SH,30500,1077000,0,0,0.0452,,160,999999,,new,HEALTH CARE
SOROS FUND MANAGEMENT LLC,Telemig Celular SA ADS,TMB,3/31/2001,SH,23700,949000,0,0,0.0399,,161,999999,,new,Communications
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,3/31/2001,SH,34000,930000,0,0,0.0391,,162,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,TriQuint Semiconductor Inc.,TQNT,3/31/2001,PRN,1500000,923000,0,0,0.0388,,163,999999,,new,INFORMATION TECHNOLOGY
SOROS FUND MANAGEMENT LLC,Pharmacia Corp. 6.50% Adj. Conv. Rt. Equity Secured Units,PHAMCT,3/31/2001,SH,20000,886000,0,0,0.0372,,164,999999,,new,HEALTH CARE
