Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector
SNYDER CAPITAL MANAGEMENT L P,Elder Beerman Stores Corp. (New),ELDR,2003-09-30,SH,1145400.0,9129000.0,0.0,0.0,0.462,,61,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Devon Energy Corp.,DVN,2003-09-30,SH,371412.0,8949000.0,0.0,0.0,0.4529,,62,999999,,new,ENERGY
SNYDER CAPITAL MANAGEMENT L P,"First Industrial Realty Trust, Inc.",FR,2003-09-30,SH,278850.0,8943000.0,0.0,0.0,0.4526,,63,999999,,new,REAL ESTATE
SNYDER CAPITAL MANAGEMENT L P,Glimcher Realty Trust,GRT,2003-09-30,SH,419100.0,8830000.0,0.0,0.0,0.4469,,64,999999,,new,FINANCE
SNYDER CAPITAL MANAGEMENT L P,Schein (Henry) Inc.,HSIC,2003-09-30,SH,611200.0,8665000.0,0.0,0.0,0.4385,,65,999999,,new,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Perrigo Co PLC,PRGO,2003-09-30,SH,661350.0,8419000.0,0.0,0.0,0.4261,,66,999999,,new,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Playboy Enterprises Class B,PLA,2003-09-30,SH,575200.0,8369000.0,0.0,0.0,0.4235,,67,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Kerr-McGee Corp.,KMG,2003-09-30,SH,353400.0,7888000.0,0.0,0.0,0.3992,,68,999999,,new,ENERGY
SNYDER CAPITAL MANAGEMENT L P,Prentiss Properties Trust,PP,2003-09-30,SH,231100.0,7164000.0,0.0,0.0,0.3625,,69,999999,,new,FINANCE
SNYDER CAPITAL MANAGEMENT L P,Haemonetics Corp. (MA),HAE,2003-09-30,SH,555400.0,6556000.0,0.0,0.0,0.3318,,70,999999,,new,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,"American Greetings, Inc. Class A",AM,2003-09-30,SH,329600.0,6404000.0,0.0,0.0,0.3241,,71,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Hubbell Inc Class B,HUBB,2003-09-30,SH,148300.0,5411000.0,0.0,0.0,0.2738,,72,999999,,new,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Gold Fields Ltd ADR,GFI,2003-09-30,SH,366800.0,5198000.0,0.0,0.0,0.2631,,73,999999,,new,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,Central European Media Enterprises Ltd.,CETV,2003-09-30,SH,395000.0,5050000.0,0.0,0.0,0.2556,,74,999999,,new,COMMUNICATIONS
SNYDER CAPITAL MANAGEMENT L P,Vornado Realty Trust,VNO,2003-09-30,SH,96600.0,4641000.0,0.0,0.0,0.2349,,75,999999,,new,REAL ESTATE
SNYDER CAPITAL MANAGEMENT L P,ShawCor Ltd,SAWLF,2003-09-30,SH,425200.0,4469000.0,0.0,0.0,0.2262,,76,999999,,new,ENERGY
SNYDER CAPITAL MANAGEMENT L P,Imperial Parking Corp.,IPK,2003-09-30,SH,184608.0,3895000.0,0.0,0.0,0.1971,,77,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Playboy Enterprises Class A,PLA-A,2003-09-30,SH,16950.0,228000.0,0.0,0.0,0.0115,,78,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Newmont Mining Corp. (Holding Co.),NEM,2003-12-31,SH,1553868.0,75534000.0,1912148.0,74746000.0,3.6177,3.7826,1,1,-18.737043,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,UGI Corp. (United Gas Improvement),UGI,2003-12-31,SH,5620872.0,63516000.0,5852472.0,56437000.0,3.0421,2.8561,2,5,-3.957302,reduction,UTILITIES AND TELECOMMUNICATIONS
SNYDER CAPITAL MANAGEMENT L P,Borders Group Inc.,BGPIQ,2003-12-31,SH,2655800.0,58215000.0,2873800.0,54372000.0,2.7882,2.7516,3,6,-7.585775,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,GTECH Holdings Corp.,GTK,2003-12-31,SH,2244800.0,55548000.0,3080400.0,65998000.0,2.6605,3.3399,4,2,-27.126347,reduction,INFORMATION TECHNOLOGY
SNYDER CAPITAL MANAGEMENT L P,Briggs & Stratton Corporation,BGGSQ,2003-12-31,SH,1617300.0,54503000.0,1834100.0,53886000.0,2.6105,2.727,5,7,-11.820511,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Jefferies Financial Group Inc. (Talcott National - Leucadia National),JEF,2003-12-31,SH,3709889.17,53379000.0,5373405.97,63478000.0,2.5566,3.2124,6,3,-30.958331,reduction,FINANCE
SNYDER CAPITAL MANAGEMENT L P,Cabot Corp.,CBT,2003-12-31,SH,1656800.0,52753000.0,1793000.0,51118000.0,2.5266,2.5869,7,9,-7.596207,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,La-Z-Boy Inc,LZB,2003-12-31,SH,2514399.0,52752000.0,1111500.0,24675000.0,2.5266,1.2487,8,38,126.216734,addition,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,LifePoint Health Inc,LPNT,2003-12-31,SH,1778300.0,52371000.0,1864700.0,45107000.0,2.5083,2.2827,9,12,-4.633453,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Corn Products International Inc.,CPO,2003-12-31,SH,3040000.0,52364000.0,3296200.0,52492000.0,2.508,2.6564,10,8,-7.772587,reduction,Consumer Staples
SNYDER CAPITAL MANAGEMENT L P,Brookfield Asset Management Inc,BAM,2003-12-31,SH,5780700.0,52309000.0,7650112.5,57144000.0,2.5054,2.8919,11,4,-24.436405,reduction,REAL ESTATE
SNYDER CAPITAL MANAGEMENT L P,Lafarge North America Inc,LAF,2003-12-31,SH,1231600.0,49904000.0,1319200.0,45908000.0,2.3902,2.3233,12,11,-6.640388,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,Renal Care Group Inc,RCI,2003-12-31,SH,1789650.0,49156000.0,1921650.0,43750000.0,2.3544,2.214,13,13,-6.869097,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Tupperware Brands Corp.,TUP,2003-12-31,SH,2620650.0,45442000.0,2837950.0,37972000.0,2.1765,1.9216,14,20,-7.656935,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Patterson-UTI Energy Inc,PTEN,2003-12-31,SH,2731800.0,44979000.0,2842000.0,38466000.0,2.1543,1.9466,15,17,-3.877551,reduction,ENERGY
SNYDER CAPITAL MANAGEMENT L P,Arch Chemicals,ARJ,2003-12-31,SH,1743800.0,44746000.0,1820100.0,37858000.0,2.1431,1.9159,16,21,-4.192077,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,"FTI Consulting, Inc.",FCN,2003-12-31,SH,1892900.0,44237000.0,0.0,0.0,2.1188,,17,999999,,new,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Regis Corp.,RGS,2003-12-31,SH,1091300.0,43128000.0,1141100.0,36629000.0,2.0656,1.8537,18,22,-4.36421,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,"Shaw Group, Inc.",SHAW,2003-12-31,SH,3161100.0,43054000.0,2887100.0,30343000.0,2.0621,1.5356,19,28,9.490492,addition,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,"Tecumseh Products Co, Class A",TECUA,2003-12-31,SH,883650.0,42795000.0,954750.0,35622000.0,2.0497,1.8027,20,24,-7.446976,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,"Kelly Services, Inc., Class A",KELYA,2003-12-31,SH,1428250.0,40762000.0,1701650.0,42405000.0,1.9523,2.146,21,14,-16.066759,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Esterline Technologies Corp,ESL,2003-12-31,SH,1512000.0,40325000.0,1574700.0,30376000.0,1.9314,1.5372,22,27,-3.981711,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,"CEC Entertainment, Inc.",CEC,2003-12-31,SH,1223812.5,38664000.0,1574212.5,41139000.0,1.8518,2.0819,23,15,-22.258748,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,TVSL SA,TVSFF.PK,2003-12-31,SH,1179288.0,38445000.0,1053522.0,26233000.0,1.8413,1.3276,24,34,11.937672,addition, 
SNYDER CAPITAL MANAGEMENT L P,Essendant Inc,ESND,2003-12-31,SH,1823200.0,37303000.0,2021400.0,38093000.0,1.7866,1.9278,25,19,-9.805086,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,DRS Technologies Inc.,DRS,2003-12-31,SH,1340900.0,37250000.0,1398300.0,33741000.0,1.7841,1.7075,26,26,-4.104985,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Hanover Compressor Co.,HC,2003-12-31,SH,3241900.0,36147000.0,3666100.0,36294000.0,1.7313,1.8367,27,23,-11.570879,reduction,ENERGY
SNYDER CAPITAL MANAGEMENT L P,iMedia Brands Inc,IMBI,2003-12-31,SH,214480.0,35818000.0,240775.0,38187000.0,1.7155,1.9325,28,18,-10.920984,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Dress Barn Inc.,DBRN,2003-12-31,SH,2370500.0,35534000.0,2477800.0,33946000.0,1.7019,1.7179,29,25,-4.330454,reduction, 
SNYDER CAPITAL MANAGEMENT L P,"Schulman (A.), Inc.",SHLM,2003-12-31,SH,1629200.0,34735000.0,1700300.0,26984000.0,1.6637,1.3656,30,32,-4.181615,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,ALLETE Inc. (Minnesota Power and Light - Duluth Edison Electric),ALE,2003-12-31,SH,339466.05,31166000.0,352898.04,28990000.0,1.4927,1.4671,31,31,-3.806196,reduction,UTILITIES AND TELECOMMUNICATIONS
SNYDER CAPITAL MANAGEMENT L P,Apria Healthcare Group Inc.,AHG,2003-12-31,SH,1091600.0,31078000.0,1443800.0,39531000.0,1.4885,2.0005,32,16,-24.39396,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Flowers Foods,FLO,2003-12-31,SH,5776596.0,29439000.0,5971198.5,26893000.0,1.41,1.361,33,33,-3.259019,reduction,CONSUMER STAPLES
SNYDER CAPITAL MANAGEMENT L P,IDT Corp. Class B,IDT,2003-12-31,SH,1248300.0,28873000.0,1395800.0,25208000.0,1.3829,1.2757,34,36,-10.567417,reduction,UTILITIES AND TELECOMMUNICATIONS
SNYDER CAPITAL MANAGEMENT L P,Haemonetics Corp. (MA),HAE,2003-12-31,SH,2354600.0,28126000.0,555400.0,6556000.0,1.3471,0.3318,35,70,323.946705,addition,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Charming Shoppes Inc.,CHRS,2003-12-31,SH,5013534.0,27474000.0,5227134.0,29847000.0,1.3159,1.5105,36,29,-4.086369,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,"Itron, Inc.",ITRI,2003-12-31,SH,1494300.0,27435000.0,1111100.0,22289000.0,1.314,1.128,37,41,34.488345,addition,INFORMATION TECHNOLOGY
SNYDER CAPITAL MANAGEMENT L P,"Imagistics International, Inc.",IGI,2003-12-31,SH,731200.0,27420000.0,761200.0,22060000.0,1.3133,1.1164,38,42,-3.941146,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Vintage Petroleum Inc,VPI,2003-12-31,SH,2205500.0,26532000.0,2303000.0,25057000.0,1.2708,1.2681,39,37,-4.233608,reduction,ENERGY
SNYDER CAPITAL MANAGEMENT L P,TRIARC COS CL B,TRY.B,2003-12-31,SH,2373600.0,25587000.0,2469500.0,25683000.0,1.2255,1.2997,40,35,-3.883377,reduction, 
SNYDER CAPITAL MANAGEMENT L P,Cytec Industries Inc.,CYT,2003-12-31,SH,1320800.0,25353000.0,943000.0,17210000.0,1.2143,0.8709,41,43,40.063627,addition,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,"Ocular Sciences, Inc.",OCLR,2003-12-31,SH,878650.0,25226000.0,1078650.0,23989000.0,1.2082,1.214,42,39,-18.541696,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Hasbro Inc.,HAS,2003-12-31,SH,948100.0,20176000.0,1584800.0,29604000.0,0.9663,1.4982,43,30,-40.175416,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Hawaiian Electric Industries,HE,2003-12-31,SH,348000.0,16485000.0,361400.0,15732000.0,0.7896,0.7961,44,45,-3.707803,reduction,UTILITIES AND TELECOMMUNICATIONS
SNYDER CAPITAL MANAGEMENT L P,Covance Inc.,CVD,2003-12-31,SH,61170.0,16394000.0,63880.0,14296000.0,0.7852,0.7235,45,48,-4.242329,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Heritage Property Investment Trust Inc,HTG,2003-12-31,SH,564800.0,16069000.0,591800.0,17091000.0,0.7696,0.8649,46,44,-4.562352,reduction,FINANCE
SNYDER CAPITAL MANAGEMENT L P,Brandywine Realty Trust,BDN,2003-12-31,SH,538100.0,14405000.0,537100.0,13798000.0,0.6899,0.6983,47,49,0.186185,addition,REAL ESTATE
SNYDER CAPITAL MANAGEMENT L P,Wendys Co. (The),WEN,2003-12-31,SH,1186600.0,14026000.0,1234800.0,12434000.0,0.6718,0.6292,48,53,-3.903466,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Golden Star Resources Ltd,GSS,2003-12-31,SH,397218.4,13843000.0,734518.4,15207000.0,0.663,0.7696,49,46,-45.921246,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,Belmond Ltd,BEL,2003-12-31,SH,830300.0,13642000.0,868600.0,13550000.0,0.6534,0.6857,50,50,-4.409394,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Republic Services Inc.,RSG,2003-12-31,SH,718200.0,12272000.0,960150.0,14492000.0,0.5878,0.7334,51,47,-25.199188,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,"Freeport-McMoRan Copper & Gold, Inc",FCX,2003-12-31,SH,555000.0,11691000.0,811000.0,13422000.0,0.5599,0.6792,52,51,-31.565968,reduction,MATERIALS
SNYDER CAPITAL MANAGEMENT L P,Donnelley (R.R.) & Sons Co,RRD,2003-12-31,SH,376100.0,11339000.0,482000.0,11987000.0,0.5431,0.6066,53,54,-21.970954,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Bausch & Lomb Inc.,BOL,2003-12-31,SH,213900.0,11101000.0,262100.0,11572000.0,0.5317,0.5856,54,56,-18.389928,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Warnaco Group Inc. (The) (New),WRC,2003-12-31,SH,637000.0,10160000.0,0.0,0.0,0.4866,,55,999999,,new,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,"American Greetings, Inc. Class A",AM,2003-12-31,SH,464400.0,10156000.0,329600.0,6404000.0,0.4864,0.3241,56,71,40.898058,addition,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,Perrigo Co PLC,PRGO,2003-12-31,SH,638450.0,10036000.0,661350.0,8419000.0,0.4807,0.4261,57,66,-3.462614,reduction,HEALTH CARE
SNYDER CAPITAL MANAGEMENT L P,Genuine Parts Co.,GPC,2003-12-31,SH,292300.0,9704000.0,351800.0,11251000.0,0.4648,0.5694,58,57,-16.913019,reduction,INDUSTRIALS
SNYDER CAPITAL MANAGEMENT L P,Playboy Enterprises Class B,PLA,2003-12-31,SH,564400.0,9121000.0,575200.0,8369000.0,0.4369,0.4235,59,67,-1.877608,reduction,CONSUMER DISCRETIONARY
SNYDER CAPITAL MANAGEMENT L P,"Cedar Realty Trust, Inc.",CDR,2003-12-31,SH,733700.0,9113000.0,0.0,0.0,0.4365,,60,999999,,new,REAL ESTATE
