Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector
"RICE HALL JAMES & ASSOCIATES, LLC",Valspar Corp,VAL,2003-03-31,SH,1092432.0,22357000.0,0.0,0.0,1.5806,,16,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC","EMCOR Group, Inc.",EME,2003-03-31,SH,1845732.0,22264000.0,0.0,0.0,1.574,,17,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Essendant Inc,ESND,2003-03-31,SH,1955108.0,20871000.0,0.0,0.0,1.4755,,18,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC","American Greetings, Inc. Class A",AM,2003-03-31,SH,1587514.0,20796000.0,0.0,0.0,1.4702,,19,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Bausch & Lomb Inc.,BOL,2003-03-31,SH,622903.0,20487000.0,0.0,0.0,1.4484,,20,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Shire Plc ADS,SHPG,2003-03-31,SH,1089014.0,20179000.0,0.0,0.0,1.4266,,21,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Foot Locker Inc. (F. W. Woolworth),FL,2003-03-31,SH,1871462.0,20025000.0,0.0,0.0,1.4157,,22,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Downey Financial Corp.,DSL,2003-03-31,SH,507895.0,20016000.0,0.0,0.0,1.4151,,23,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC","Sensient Technologies, Inc.",SXT,2003-03-31,SH,977633.0,19572000.0,0.0,0.0,1.3837,,24,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Ingram Micro Inc.,IM,2003-03-31,SH,1708235.0,18842000.0,0.0,0.0,1.3321,,25,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",Mercury General Corp.,MCY,2003-03-31,SH,494132.0,18752000.0,0.0,0.0,1.3257,,26,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Autoliv Inc,ALV,2003-03-31,SH,1288419.33,18537000.0,0.0,0.0,1.3105,,27,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",THQ Inc.,THQIQ,2003-03-31,SH,207793.5,18091000.0,0.0,0.0,1.279,,28,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",ICM Small Company Portfolio-Institutional,ICSCX,2003-03-31,SH,1481193.0,17807000.0,0.0,0.0,1.2589,,29,999999,,new,MUTUAL FUND
"RICE HALL JAMES & ASSOCIATES, LLC",SVB Financial Group,SIVB,2003-03-31,SH,972187.0,17684000.0,0.0,0.0,1.2502,,30,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Movie Gallery Inc. (Old),MOVIQ,2003-03-31,SH,974718.0,16980000.0,0.0,0.0,1.2005,,31,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Oshkosh Corporation,OSK,2003-03-31,SH,542994.0,16914000.0,0.0,0.0,1.1958,,32,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Performance Food Group Co.,PFGC,2003-03-31,SH,542698.0,16639000.0,0.0,0.0,1.1763,,33,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC","Clayton Homes, Inc.",CMH,2003-03-31,SH,1501693.0,16579000.0,0.0,0.0,1.1721,,34,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",ANDRX Corp.,ADRX,2003-03-31,SH,1393903.0,16448000.0,0.0,0.0,1.1628,,35,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Haemonetics Corp. (MA),HAE,2003-03-31,SH,1471416.0,16075000.0,0.0,0.0,1.1365,,36,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",AFFYMETRIX INC,AFFX,2003-03-31,SH,597942.0,15546000.0,0.0,0.0,1.0991,,37,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Dycom Industries Inc,DY,2003-03-31,SH,1431403.0,14786000.0,0.0,0.0,1.0453,,38,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",National Instruments Corp,NATI,2003-03-31,SH,929961.0,14578000.0,0.0,0.0,1.0306,,39,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","National Oilwell Varco, Inc.",NOV,2003-03-31,SH,1267270.0,14187000.0,0.0,0.0,1.003,,40,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",CarMax Inc.,KMX,2003-03-31,SH,1918498.0,13976000.0,0.0,0.0,0.9881,,41,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",ABM Industries Inc,ABM,2003-03-31,SH,1060823.0,13939000.0,0.0,0.0,0.9855,,42,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Newell Brands Inc,NWL,2003-03-31,SH,482000.0,13665000.0,0.0,0.0,0.9661,,43,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",United States Steel Corp.,X,2003-03-31,SH,1292910.0,12709000.0,0.0,0.0,0.8985,,44,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",FEI Company,FEIC,2003-03-31,SH,790264.0,12613000.0,0.0,0.0,0.8917,,45,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",J. D. Edwards & Co.,JDEC,2003-03-31,SH,1137900.0,12551000.0,0.0,0.0,0.8873,,46,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","Becton, Dickinson and Co.",BDX,2003-03-31,SH,353561.0,12177000.0,0.0,0.0,0.8609,,47,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Knight-Ridder Inc.,KRI,2003-03-31,SH,199450.0,11668000.0,0.0,0.0,0.8249,,48,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Devon Energy Corp.,DVN,2003-03-31,SH,480480.0,11584000.0,0.0,0.0,0.819,,49,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",Northrop Grumman Corp.,NOC,2003-03-31,SH,269080.0,11544000.0,0.0,0.0,0.8161,,50,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Genzyme Corp.,GENZ,2003-03-31,SH,303960.0,11079000.0,0.0,0.0,0.7833,,51,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Countrywide Financial Corp.,CFC,2003-03-31,SH,746421.34,10730000.0,0.0,0.0,0.7586,,52,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Hughes Supply Inc,HUG,2003-03-31,SH,414136.0,9645000.0,0.0,0.0,0.6819,,53,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Sothebys Holdings Inc.,BID,2003-03-31,SH,1044734.0,9591000.0,0.0,0.0,0.6781,,54,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC","Waste Management, Inc.",WM,2003-03-31,SH,449242.0,9515000.0,0.0,0.0,0.6727,,55,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",NDCHealth Corp.,NDC,2003-03-31,SH,564499.0,9467000.0,0.0,0.0,0.6693,,56,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Unocal Corp.,UCL,2003-03-31,SH,357066.0,9394000.0,0.0,0.0,0.6641,,57,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",XL Group Plc,XL,2003-03-31,SH,130836.0,9261000.0,0.0,0.0,0.6547,,58,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",BGC Partners Inc,BGCP,2003-03-31,SH,1212697.85,9070000.0,0.0,0.0,0.6412,,59,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Johnson & Johnson Co.,JNJ,2003-03-31,SH,156233.0,9041000.0,0.0,0.0,0.6392,,60,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",ManpowerGroup Inc.,MAN,2003-03-31,SH,293530.0,8771000.0,0.0,0.0,0.6201,,61,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC","MPS Group, Inc.",MPS,2003-03-31,SH,1670805.0,8722000.0,0.0,0.0,0.6166,,62,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",WebEx Communications Inc,WEBX,2003-03-31,SH,840909.0,8703000.0,0.0,0.0,0.6153,,63,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",McKesson Corp.,MCK,2003-03-31,SH,333290.0,8309000.0,0.0,0.0,0.5874,,64,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Hormel Foods Corp.,HRL,2003-03-31,SH,1554960.0,8230000.0,0.0,0.0,0.5818,,65,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC","PRGX Global, Inc.",PRGX,2003-03-31,SH,1140779.0,8225000.0,0.0,0.0,0.5815,,66,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Procter & Gamble Co. (OH) (1905),PG,2003-03-31,SH,170862.0,7608000.0,0.0,0.0,0.5379,,67,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC","Comerica, Inc. (Detroit, MI) (Detroit Bank & Trust)",CMA,2003-03-31,SH,199396.0,7553000.0,0.0,0.0,0.534,,68,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC","Gartner, Inc.",IT,2003-03-31,SH,1070556.0,7440000.0,0.0,0.0,0.526,,69,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",Rohm & Haas Co.,ROH,2003-03-31,SH,236440.0,7041000.0,0.0,0.0,0.4978,,70,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Health Management Associates Inc. (New),HMA,2003-03-31,SH,370266.0,7035000.0,0.0,0.0,0.4974,,71,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",New York Times Co. Class A,NYT,2003-03-31,SH,162540.0,7014000.0,0.0,0.0,0.4959,,72,999999,,new,COMMUNICATIONS
"RICE HALL JAMES & ASSOCIATES, LLC",iMedia Brands Inc,IMBI,2003-03-31,SH,67551.9,6802000.0,0.0,0.0,0.4809,,73,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",International Speedway Corp. Class A,ISCA,2003-03-31,SH,162380.0,6505000.0,0.0,0.0,0.4599,,74,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Alcan Inc,AL,2003-03-31,SH,221050.0,6167000.0,0.0,0.0,0.436,,75,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Royal Caribbean Cruises Ltd,RCL,2003-03-31,SH,404916.0,6086000.0,0.0,0.0,0.4303,,76,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Masco Corp.,MAS,2003-03-31,SH,322160.0,5999000.0,0.0,0.0,0.4241,,77,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC","Thermo Fisher Scientific, Inc.",TMO,2003-03-31,SH,328885.0,5953000.0,0.0,0.0,0.4209,,78,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Dollar General Corp. (Old),DG,2003-03-31,SH,460790.0,5626000.0,0.0,0.0,0.3977,,79,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Burlington Northern Santa Fe Corp.,BNI,2003-03-31,SH,208590.0,5194000.0,0.0,0.0,0.3672,,80,999999,,new,TRANSPORTS
"RICE HALL JAMES & ASSOCIATES, LLC",Vulcan Materials Company,VMC,2003-03-31,SH,167890.0,5075000.0,0.0,0.0,0.3588,,81,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Biovail Corporation,BVF,2003-03-31,SH,116850.0,4659000.0,0.0,0.0,0.3294,,82,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Ceridian Corp. (New),CEN,2003-03-31,SH,316450.0,4424000.0,0.0,0.0,0.3128,,83,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","American International Group, Inc.",AIG,2003-03-31,SH,4232.6,4186000.0,0.0,0.0,0.2959,,84,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC","Yum! Brands, Inc. (Tricon Global Restaurants)",YUM,2003-03-31,SH,331460.0,4032000.0,0.0,0.0,0.2851,,85,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC","Cisco Systems, Inc.",CSCO,2003-03-31,SH,301466.0,3913000.0,0.0,0.0,0.2766,,86,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",Merck & Co,MRK,2003-03-31,SH,71435.0,3913000.0,0.0,0.0,0.2766,,87,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",NetApp Inc.,NTAP,2003-03-31,SH,324220.0,3628000.0,0.0,0.0,0.2565,,88,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",ExxonMobil Corp. (Standard Oil of New Jersey),XOM,2003-03-31,SH,93415.0,3265000.0,0.0,0.0,0.2308,,89,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",Jacobs Engineering Group Inc,J,2003-03-31,SH,152600.0,3205000.0,0.0,0.0,0.2266,,90,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Fannie Mae (Federal National Mortgage Association),FNMA,2003-03-31,SH,44700.0,2921000.0,0.0,0.0,0.2065,,91,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Abbott Laboratories,ABT,2003-03-31,SH,76728.0,2886000.0,0.0,0.0,0.204,,92,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Dover Corp.,DOV,2003-03-31,SH,142883.77,2795000.0,0.0,0.0,0.1976,,93,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",General Electric Co,GE,2003-03-31,SH,107445.52,2634000.0,0.0,0.0,0.1862,,94,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Global Industries Ltd,GLBL,2003-03-31,SH,426380.0,1987000.0,0.0,0.0,0.1405,,95,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",Remington Oil & Gas Corp.,REM,2003-03-31,SH,116010.0,1976000.0,0.0,0.0,0.1397,,96,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",Chicago Bridge & Iron Co. NV,CBI,2003-03-31,SH,242760.0,1971000.0,0.0,0.0,0.1393,,97,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Lilly (Eli) & Co.,LLY,2003-03-31,SH,34055.0,1946000.0,0.0,0.0,0.1376,,98,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Berkshire Hathaway Inc Class B,BRK.B,2003-03-31,SH,44450.0,1900000.0,0.0,0.0,0.1343,,99,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC","Teva Pharmaceutical Industries Ltd, ADR",TEVA,2003-03-31,SH,45600.0,1899000.0,0.0,0.0,0.1343,,100,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Walmart Inc,WMT,2003-03-31,SH,36100.0,1878000.0,0.0,0.0,0.1328,,101,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC",UTI WORLDWIDE INC,UTIW,2003-03-31,SH,197835.0,1846000.0,0.0,0.0,0.1305,,102,999999,,new,TRANSPORTS
"RICE HALL JAMES & ASSOCIATES, LLC",Orbital Sciences Corp,ORB,2003-03-31,SH,344540.0,1781000.0,0.0,0.0,0.1259,,103,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC","Dollar Thrifty Automotive Group, Inc.",DTGF,2003-03-31,SH,106750.0,1777000.0,0.0,0.0,0.1256,,104,999999,,new,TRANSPORTS
"RICE HALL JAMES & ASSOCIATES, LLC",Sysco Corp.,SYY,2003-03-31,SH,69786.0,1775000.0,0.0,0.0,0.1255,,105,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC","Gardner-Denver, Inc.",GDI,2003-03-31,SH,184820.0,1700000.0,0.0,0.0,0.1202,,106,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Range Resources Corp.,RRC,2003-03-31,SH,440550.0,1677000.0,0.0,0.0,0.1186,,107,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC","TETRA Technologies, Inc.",TTI,2003-03-31,SH,158355.0,1619000.0,0.0,0.0,0.1145,,108,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC","Amgen, Inc.",AMGN,2003-03-31,SH,27716.0,1595000.0,0.0,0.0,0.1128,,109,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Dean Foods Co,DFODQ,2003-03-31,SH,27112.5,1551000.0,0.0,0.0,0.1097,,110,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC",Renaissance Learning Inc,RLRN,2003-03-31,SH,80735.0,1423000.0,0.0,0.0,0.1006,,111,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","Pepsico Inc. (Loft, Inc.)",PEP,2003-03-31,SH,35490.0,1420000.0,0.0,0.0,0.1004,,112,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC",Macatawa Bank Corp.,MCBC,2003-03-31,SH,98464.5,1412000.0,0.0,0.0,0.0998,,113,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",GENTIVA HEALTH SERVICES INC 02/03/2015Non-Confidential,GTIV,2003-03-31,SH,155785.0,1307000.0,0.0,0.0,0.0924,,114,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Kratos Defense & Security Solutions Inc,KTOS,2003-03-31,SH,222240.0,1287000.0,0.0,0.0,0.091,,115,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Spartech Corp,SEH,2003-03-31,SH,64310.0,1244000.0,0.0,0.0,0.0879,,116,999999,,new,MATERIALS
"RICE HALL JAMES & ASSOCIATES, LLC",OCharleys Inc.,CHUX,2003-03-31,SH,64820.0,1243000.0,0.0,0.0,0.0879,,117,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",QUALCOMM Inc.,QCOM,2003-03-31,SH,68400.0,1231000.0,0.0,0.0,0.087,,118,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",Quantum Corp,QMCO,2003-03-31,SH,42488.75,1227000.0,0.0,0.0,0.0867,,119,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","Advanced Medical Optics, Inc.",EYE,2003-03-31,SH,90670.0,1220000.0,0.0,0.0,0.0863,,120,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Integer Holdings Corp,ITGR,2003-03-31,SH,41630.0,1165000.0,0.0,0.0,0.0824,,121,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Stride Rite Corp.,SRR,2003-03-31,SH,134450.0,1143000.0,0.0,0.0,0.0808,,122,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Helen Of Troy Ltd.,HELE,2003-03-31,SH,86960.0,1139000.0,0.0,0.0,0.0805,,123,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC",CAL DIVE INTERNATIONAL INC COM,CDVIQ,2003-03-31,SH,62540.0,1126000.0,0.0,0.0,0.0796,,124,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",United Natural Foods Inc,UNFI,2003-03-31,SH,88220.0,1125000.0,0.0,0.0,0.0795,,125,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC","Triumph Group, Inc.",TGI,2003-03-31,SH,100100.0,1124000.0,0.0,0.0,0.0795,,126,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Exponent Inc.,EXPO,2003-03-31,SH,644000.0,1059000.0,0.0,0.0,0.0749,,127,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",BP Plc ADR (British Petroleum),BP,2003-03-31,SH,27368.0,1056000.0,0.0,0.0,0.0747,,128,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",Heidrick & Struggles International Inc,HSII,2003-03-31,SH,89150.0,1034000.0,0.0,0.0,0.0731,,129,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",ScanSource Inc.,SCSC,2003-03-31,SH,109440.0,1026000.0,0.0,0.0,0.0725,,130,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC","Multimedia Games Holding Company, Inc.",MGAM,2003-03-31,SH,105500.0,1014000.0,0.0,0.0,0.0717,,131,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC","IGEN International, Inc.",IGEN,2003-03-31,SH,28300.0,1002000.0,0.0,0.0,0.0708,,132,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",Interpore International Inc.,BONZ,2003-03-31,SH,122905.0,983000.0,0.0,0.0,0.0695,,133,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",SonoSite Inc.,SONO,2003-03-31,SH,62340.0,979000.0,0.0,0.0,0.0692,,134,999999,,new,HEALTH CARE
"RICE HALL JAMES & ASSOCIATES, LLC",AT&T Inc. (Southwestern Bell - SBC Corp.),T,2003-03-31,SH,48459.0,972000.0,0.0,0.0,0.0687,,135,999999,,new,UTILITIES AND TELECOMMUNICATIONS
"RICE HALL JAMES & ASSOCIATES, LLC",Herley Industries Inc.,HRLY,2003-03-31,SH,56350.0,969000.0,0.0,0.0,0.0685,,136,999999,,new,INDUSTRIALS
"RICE HALL JAMES & ASSOCIATES, LLC",Chevron Corp. (Standard Oil of California),CVX,2003-03-31,SH,29872.0,966000.0,0.0,0.0,0.0683,,137,999999,,new,ENERGY
"RICE HALL JAMES & ASSOCIATES, LLC",International Business Machines Corp,IBM,2003-03-31,SH,12300.0,965000.0,0.0,0.0,0.0682,,138,999999,,new,INFORMATION TECHNOLOGY
"RICE HALL JAMES & ASSOCIATES, LLC",Fox & Hound Restaurant Group,FOXX,2003-03-31,SH,118500.0,963000.0,0.0,0.0,0.0681,,139,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC","Topps Company, Inc. (The)",TOPP,2003-03-31,SH,112310.0,952000.0,0.0,0.0,0.0673,,140,999999,,new,CONSUMER STAPLES
"RICE HALL JAMES & ASSOCIATES, LLC",AC Moore Arts & Crafts Inc,ACMR,2003-03-31,SH,67710.0,936000.0,0.0,0.0,0.0662,,141,999999,,new,CONSUMER DISCRETIONARY
"RICE HALL JAMES & ASSOCIATES, LLC",Imperial Capital Bancorp,IMPCQ,2003-03-31,SH,28030.0,926000.0,0.0,0.0,0.0655,,142,999999,,new,FINANCE
"RICE HALL JAMES & ASSOCIATES, LLC",Horizon Offshore Inc,HOFF,2003-03-31,SH,10868.0,924000.0,0.0,0.0,0.0653,,143,999999,,new,ENERGY
