Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector
LONE PINE CAPITAL LLC,Alphabet Inc. Class A,GOOGL,12/31/2004,SH,602456,116147000,0,0,1.9462,,17,999999,,new,COMMUNICATIONS
LONE PINE CAPITAL LLC,Ryland Group Inc.,RYL,12/31/2004,SH,1949200,112157000,0,0,1.8793,,18,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Dell Inc.,DELL,12/31/2004,SH,2613877,110149000,0,0,1.8457,,19,999999,,new,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Brown & Brown Inc.,BRO,12/31/2004,SH,10056000,109485000,0,0,1.8346,,20,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Chesapeake Energy Corp,CHKAQ,12/31/2004,SH,31442.5,103760000,0,0,1.7386,,21,999999,,new,ENERGY
LONE PINE CAPITAL LLC,Apple Inc,AAPL,12/31/2004,SH,22076600,101552000,0,0,1.7016,,22,999999,,new,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Capital One Financial Corp,COF,12/31/2004,PUT,1200000,101052000,0,0,1.6933,,23,999999,,new,FINANCE
LONE PINE CAPITAL LLC,"Dicks Sporting Goods, Inc",DKS,12/31/2004,SH,5606820,98540000,0,0,1.6512,,24,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,White Mountains Insurance Group Inc,WTM,12/31/2004,SH,147050,94994000,0,0,1.5917,,25,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Bear Stearns Companies Inc.,BSC,12/31/2004,SH,870100,89020000,0,0,1.4916,,26,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Ralph Lauren Corp. Class A,RL,12/31/2004,SH,1779200,75794000,0,0,1.27,,27,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,NetEase Inc ADR,NTES,12/31/2004,SH,5644068,74671000,0,0,1.2512,,28,999999,,new,COMMUNICATIONS
LONE PINE CAPITAL LLC,"UnitedGlobalCom, Inc., Class A",UCOMA,12/31/2004,SH,7722594,74600000,0,0,1.25,,29,999999,,new,Communications
LONE PINE CAPITAL LLC,QUALCOMM Inc.,QCOM,12/31/2004,SH,1742769,73893000,0,0,1.2382,,30,999999,,new,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,"Marsh & McLennan Companies, Inc.",MMC,12/31/2004,SH,2221800,73097000,0,0,1.2248,,31,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Medco Health Solutions Inc.,MHS,12/31/2004,SH,3488400,72559000,0,0,1.2158,,32,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,XTO Energy Inc.,XTO,12/31/2004,SH,3267084.99,69355000,0,0,1.1621,,33,999999,,new,ENERGY
LONE PINE CAPITAL LLC,CarMax Inc.,KMX,12/31/2004,SH,4416200,68562000,0,0,1.1488,,34,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Tapestry Inc,TPR,12/31/2004,SH,2428000,68470000,0,0,1.1473,,35,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Altaba Inc. (Yahoo),AABA,12/31/2004,SH,1787050,67336000,0,0,1.1283,,36,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Microsoft Corp.,MSFT,12/31/2004,SH,2508508,67027000,0,0,1.1231,,37,999999,,new,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,"Lowes Companies, Inc.",LOW,12/31/2004,SH,2256600,64979000,0,0,1.0888,,38,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,ITT Educational Services,ESI,12/31/2004,SH,1364800,64896000,0,0,1.0874,,39,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Corning Inc.,GLW,12/31/2004,SH,5425000,63852000,0,0,1.0699,,40,999999,,new,MATERIALS
LONE PINE CAPITAL LLC,Perdoceo Education Corp. (Career Education),PRDO,12/31/2004,SH,1596157,63846000,0,0,1.0698,,41,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,NTL Inc. (New),NTLI,12/31/2004,SH,841867,61423000,0,0,1.0292,,42,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Mobile Telesystems OJSC ADS ADR,MBT,12/31/2004,SH,4000000,55404000,0,0,0.9284,,43,999999,,new,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,Marriott International Inc/MD,MAR,12/31/2004,SH,1644200,51776000,0,0,0.8676,,44,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Corporate Executive Board Co. (The),CEB,12/31/2004,SH,686197,45934000,0,0,0.7697,,45,999999,,new,INDUSTRIALS
LONE PINE CAPITAL LLC,Eastman Kodak Co. (Old),EKDKQ,12/31/2004,PUT,1300000,41925000,0,0,0.7025,,46,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Williams-Sonoma Inc.,WSM,12/31/2004,SH,1179500,41330000,0,0,0.6925,,47,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Hilb, Rogal & Hobbs Co.",HRH,12/31/2004,SH,1099100,39831000,0,0,0.6674,,48,999999,,new,FINANCE
LONE PINE CAPITAL LLC,ONYX Pharmaceuticals Inc.,ONXX,12/31/2004,SH,1173718,38017000,0,0,0.637,,49,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,eBay Inc.,EBAY,12/31/2004,SH,614000,35716000,0,0,0.5985,,50,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,OSI Pharmaceuticals Inc.,OSIP,12/31/2004,SH,476834,35691000,0,0,0.598,,51,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,Sepracor Inc.,SEPR,12/31/2004,SH,590445,35055000,0,0,0.5874,,52,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,Tractor Supply Company,TSCO,12/31/2004,SH,3765480,35028000,0,0,0.5869,,53,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Resources Connection Inc,RGP,12/31/2004,SH,1272164,34546000,0,0,0.5789,,54,999999,,new,INDUSTRIALS
LONE PINE CAPITAL LLC,"Electronic Arts, Inc.",EA,12/31/2004,SH,557572,34391000,0,0,0.5763,,55,999999,,new,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Webster Financial Corp.,WBS,12/31/2004,SH,662600,33554000,0,0,0.5622,,56,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Sirius XM Holdings Inc,SIRI,12/31/2004,PUT,3700000,28194000,0,0,0.4724,,57,999999,,new,COMMUNICATIONS
LONE PINE CAPITAL LLC,"Albertsons, Inc",ABS,12/31/2004,PUT,1050000,25074000,0,0,0.4201,,58,999999,,new,CONSUMER STAPLES
LONE PINE CAPITAL LLC,Eaton Vance Corp.,EV,12/31/2004,SH,661200,17241000,0,0,0.2889,,59,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Keryx Biopharmaceuticals Inc,KERX,12/31/2004,SH,1105203,12787000,0,0,0.2143,,60,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,Ford Motor Co.,F,12/31/2004,PUT,719300,10531000,0,0,0.1765,,61,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Encore Medical Corp,ENMC,12/31/2004,SH,1453132,9867000,0,0,0.1653,,62,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,Fairfax Financial Holdings Ltd.,FRFHF,12/31/2004,PUT,50000,8425000,0,0,0.1412,,63,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Turkcell Iletisim Hizmetleri AS ADR,TKC,12/31/2004,SH,58200,1053000,0,0,0.0176,,64,999999,,new,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,"Level 3 Communications, Inc.",LVLT,12/31/2004,PUT,7136.9,363000,0,0,0.0061,,65,999999,,new,Communications
LONE PINE CAPITAL LLC,Apollo Group,APOL,3/31/2005,SH,8041754,595572000,6117135,493714000,8.0914,8.2728,1,1,31.462752,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Alphabet Inc. Class A,GOOGL,3/31/2005,SH,2409033,434855000,602456,116147000,5.9079,1.9462,2,17,299.868704,addition,COMMUNICATIONS
LONE PINE CAPITAL LLC,UnitedHealth Group Inc.,UNH,3/31/2005,SH,8584400,409390000,6984800,307436000,5.562,5.1515,3,2,22.901157,addition,HEALTH CARE
LONE PINE CAPITAL LLC,America Movil S.A.B. de C.V. ADS,AMX,3/31/2005,SH,36204978,311363000,27315600,238329000,4.2302,3.9935,4,4,32.543228,addition,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,Blackberry Ltd,BB,3/31/2005,SH,10644174,271143000,5151900,141540000,3.6837,2.3717,5,12,106.606766,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Golden West Financial,GDW,3/31/2005,SH,4069900,246229000,2252400,138342000,3.3453,2.3181,6,14,80.691707,addition,FINANCE
LONE PINE CAPITAL LLC,SLM Corp,SLM,3/31/2005,SH,4680900,233296000,3304000,176401000,3.1696,2.9558,7,7,41.673729,addition,FINANCE
LONE PINE CAPITAL LLC,Apple Inc,AAPL,3/31/2005,SH,38831905,231161000,22076600,101552000,3.1405,1.7016,8,22,75.89622,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,NII HOLDINGS INC CL,NIHDQ,3/31/2005,SH,7906314,227307000,6433878,152644000,3.0882,2.5577,9,8,22.885669,addition,Communications
LONE PINE CAPITAL LLC,Bed Bath & Beyond Inc.,BBBY,3/31/2005,SH,6055251,221259000,3714285,147940000,3.006,2.4789,10,9,63.02602,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,JPMorgan Chase & Co. (Chemical Bank),JPM,3/31/2005,SH,6036861,208875000,3788161,147776000,2.8378,2.4762,11,10,59.361257,addition,FINANCE
LONE PINE CAPITAL LLC,Centex Corp.,CTX,3/31/2005,SH,3539500,202707000,0,0,2.754,,12,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Lennar Corp. Class A,LEN,3/31/2005,SH,3585230.1,199814000,3609027.9,201140000,2.7147,3.3704,13,6,-0.659396,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,CareMark RX Inc.,CMX,3/31/2005,SH,4919826,195711000,5522226,217741000,2.6589,3.6485,14,5,-10.908644,reduction,HEALTH CARE
LONE PINE CAPITAL LLC,Chesapeake Energy Corp,CHKAQ,3/31/2005,SH,44533.5,195413000,31442.5,103760000,2.6549,1.7386,15,21,41.63473,addition,ENERGY
LONE PINE CAPITAL LLC,"Best Buy Co., Inc.",BBY,3/31/2005,SH,4569750,164541000,3714000,147124000,2.2354,2.4652,16,11,23.041195,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Strategic Education Inc. (Strayer Education),STRA,3/31/2005,SH,1406991,159440000,1221551,134114000,2.1661,2.2472,17,15,15.180701,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Pultegroup Inc,PHM,3/31/2005,SH,4053200,149219000,3914000,124857000,2.0273,2.0921,18,16,3.556464,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,QUALCOMM Inc.,QCOM,3/31/2005,SH,4054115,148502000,1742769,73893000,2.0175,1.2382,19,30,132.62492,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Ryland Group Inc.,RYL,3/31/2005,SH,2385500,147949000,1949200,112157000,2.01,1.8793,20,18,22.383542,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Dell Inc.,DELL,3/31/2005,SH,3603877,138461000,2613877,110149000,1.8811,1.8457,21,19,37.874774,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,Brown & Brown Inc.,BRO,3/31/2005,SH,11798400,135947000,10056000,109485000,1.847,1.8346,22,20,17.326969,addition,FINANCE
LONE PINE CAPITAL LLC,"Toll Brothers, Inc.",TOL,3/31/2005,SH,3356200,132318000,4043600,138716000,1.7977,2.3244,23,13,-16.999703,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Dicks Sporting Goods, Inc",DKS,3/31/2005,SH,6758820,124126000,5606820,98540000,1.6864,1.6512,24,24,20.546406,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,XTO Energy Inc.,XTO,3/31/2005,SH,4492162.5,118018000,3267084.99,69355000,1.6034,1.1621,25,33,37.497571,addition,ENERGY
LONE PINE CAPITAL LLC,Medco Health Solutions Inc.,MHS,3/31/2005,SH,4743800,117575000,3488400,72559000,1.5974,1.2158,26,32,35.987845,addition,HEALTH CARE
LONE PINE CAPITAL LLC,Bear Stearns Companies Inc.,BSC,3/31/2005,SH,1075800,107472000,870100,89020000,1.4601,1.4916,27,26,23.640961,addition,FINANCE
LONE PINE CAPITAL LLC,CarMax Inc.,KMX,3/31/2005,SH,6537400,102964000,4416200,68562000,1.3989,1.1488,28,34,48.032245,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Ralph Lauren Corp. Class A,RL,3/31/2005,SH,2604000,101035000,1779200,75794000,1.3727,1.27,29,27,46.357914,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Mobile Telesystems OJSC ADS ADR,MBT,3/31/2005,SH,6852750,96459000,4000000,55404000,1.3105,0.9284,30,43,71.31875,addition,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,ITT Educational Services,ESI,3/31/2005,SH,1953400,94740000,1364800,64896000,1.2871,1.0874,31,39,43.127198,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Carnival Corp.,CCL,3/31/2005,SH,1764700,91429000,0,0,1.2422,,32,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,White Mountains Insurance Group Inc,WTM,3/31/2005,SH,139450,84855000,147050,94994000,1.1528,1.5917,33,25,-5.16831,reduction,FINANCE
LONE PINE CAPITAL LLC,Tapestry Inc,TPR,3/31/2005,SH,2668000,75544000,2428000,68470000,1.0263,1.1473,34,35,9.884679,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Williams-Sonoma Inc.,WSM,3/31/2005,SH,1999100,73467000,1179500,41330000,0.9981,0.6925,35,47,69.487071,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Corning Inc.,GLW,3/31/2005,SH,6290000,70008000,5425000,63852000,0.9511,1.0699,36,40,15.9447,addition,MATERIALS
LONE PINE CAPITAL LLC,Colgate-Palmolive Co.,CL,3/31/2005,SH,2548000,66465000,0,0,0.903,,37,999999,,new,CONSUMER STAPLES
LONE PINE CAPITAL LLC,"Marsh & McLennan Companies, Inc.",MMC,3/31/2005,SH,2111800,64241000,2221800,73097000,0.8728,1.2248,38,31,-4.950941,reduction,FINANCE
LONE PINE CAPITAL LLC,Advance America Cash Advance Centers Inc.,AEA,3/31/2005,SH,3027000,46858000,0,0,0.6366,,39,999999,,new,FINANCE
LONE PINE CAPITAL LLC,Corporate Executive Board Co. (The),CEB,3/31/2005,SH,686197,43882000,686197,45934000,0.5962,0.7697,40,45,0,,INDUSTRIALS
LONE PINE CAPITAL LLC,Eastman Kodak Co. (Old),EKDKQ,3/31/2005,PUT,1300000,42315000,1300000,41925000,0.5749,0.7025,41,46,0,,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Guitar Centers Inc,GTRC,3/31/2005,SH,711457,39009000,0,0,0.53,,42,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Tractor Supply Company,TSCO,3/31/2005,SH,3394148,37039000,3765480,35028000,0.5032,0.5869,43,53,-9.861478,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,ONYX Pharmaceuticals Inc.,ONXX,3/31/2005,SH,1173718,36796000,1173718,38017000,0.4999,0.637,44,49,0,,HEALTH CARE
LONE PINE CAPITAL LLC,Resources Connection Inc,RGP,3/31/2005,SH,1711364,35819000,1272164,34546000,0.4866,0.5789,45,54,34.523851,addition,INDUSTRIALS
LONE PINE CAPITAL LLC,"MGI Pharma, Inc.",MOGN,3/31/2005,SH,1405300,35512000,0,0,0.4825,,46,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,Tempur Sealy International Inc,TPX,3/31/2005,SH,1870700,34907000,0,0,0.4742,,47,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Albertsons, Inc",ABS,3/31/2005,PUT,1639100,33847000,1050000,25074000,0.4598,0.4201,48,58,56.104762,addition,CONSUMER STAPLES
LONE PINE CAPITAL LLC,Biogen Inc,BIIB,3/31/2005,SH,962500,33216000,0,0,0.4513,,49,999999,,new,HEALTH CARE
LONE PINE CAPITAL LLC,"Armor Holdings, Inc.",AH,3/31/2005,SH,884800,32817000,0,0,0.4459,,50,999999,,new,INDUSTRIALS
LONE PINE CAPITAL LLC,OSI Pharmaceuticals Inc.,OSIP,3/31/2005,SH,783334,32383000,476834,35691000,0.44,0.598,51,51,64.278135,addition,HEALTH CARE
LONE PINE CAPITAL LLC,Perdoceo Education Corp. (Career Education),PRDO,3/31/2005,SH,890432,30506000,1596157,63846000,0.4145,1.0698,52,41,-44.214009,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,General Electric Co,GE,3/31/2005,SH,578240,20049000,0,0,0.2724,,53,999999,,new,INDUSTRIALS
LONE PINE CAPITAL LLC,Sirius XM Holdings Inc,SIRI,3/31/2005,PUT,3500000,19670000,3700000,28194000,0.2672,0.4724,54,57,-5.405405,reduction,COMMUNICATIONS
LONE PINE CAPITAL LLC,Design Within Reach Inc,DWRI,3/31/2005,SH,229151.6,18029000,0,0,0.2449,,55,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Keryx Biopharmaceuticals Inc,KERX,3/31/2005,SH,1105203,14766000,1105203,12787000,0.2006,0.2143,56,60,0,,HEALTH CARE
LONE PINE CAPITAL LLC,Ford Motor Co.,F,3/31/2005,PUT,791300,8965000,719300,10531000,0.1218,0.1765,57,61,10.009732,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Encore Medical Corp,ENMC,3/31/2005,SH,1453132,7818000,1453132,9867000,0.1062,0.1653,58,62,0,,HEALTH CARE
LONE PINE CAPITAL LLC,Fairfax Financial Holdings Ltd.,FRFHF,3/31/2005,PUT,50000,7467000,50000,8425000,0.1014,0.1412,59,63,0,,FINANCE
LONE PINE CAPITAL LLC,Capital One Financial Corp,COF,3/31/2005,PUT,0,0,1200000,101052000,,1.6933,999999,23,-100,soldall,FINANCE
LONE PINE CAPITAL LLC,Marriott International Inc/MD,MAR,3/31/2005,SH,0,0,1644200,51776000,,0.8676,999999,44,-100,soldall,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Eaton Vance Corp.,EV,3/31/2005,SH,0,0,661200,17241000,,0.2889,999999,59,-100,soldall,FINANCE
LONE PINE CAPITAL LLC,"Lowes Companies, Inc.",LOW,3/31/2005,SH,0,0,2256600,64979000,,1.0888,999999,38,-100,soldall,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Webster Financial Corp.,WBS,3/31/2005,SH,0,0,662600,33554000,,0.5622,999999,56,-100,soldall,FINANCE
LONE PINE CAPITAL LLC,NTL Inc. (New),NTLI,3/31/2005,SH,0,0,841867,61423000,,1.0292,999999,42,-100,soldall,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Hilb, Rogal & Hobbs Co.",HRH,3/31/2005,SH,0,0,1099100,39831000,,0.6674,999999,48,-100,soldall,FINANCE
LONE PINE CAPITAL LLC,"Electronic Arts, Inc.",EA,3/31/2005,SH,0,0,557572,34391000,,0.5763,999999,55,-100,soldall,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,NetEase Inc ADR,NTES,3/31/2005,SH,0,0,5644068,74671000,,1.2512,999999,28,-100,soldall,COMMUNICATIONS
LONE PINE CAPITAL LLC,eBay Inc.,EBAY,3/31/2005,SH,0,0,614000,35716000,,0.5985,999999,50,-100,soldall,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Sears, Roebuck & Co.",SRJ,3/31/2005,PUT,0,0,4843400,247159000,,4.1415,999999,3,-100,soldall,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Altaba Inc. (Yahoo),AABA,3/31/2005,SH,0,0,1787050,67336000,,1.1283,999999,36,-100,soldall,FINANCE
LONE PINE CAPITAL LLC,"UnitedGlobalCom, Inc., Class A",UCOMA,3/31/2005,SH,0,0,7722594,74600000,,1.25,999999,29,-100,soldall,Communications
LONE PINE CAPITAL LLC,Sepracor Inc.,SEPR,3/31/2005,SH,0,0,590445,35055000,,0.5874,999999,52,-100,soldall,HEALTH CARE
LONE PINE CAPITAL LLC,Turkcell Iletisim Hizmetleri AS ADR,TKC,3/31/2005,SH,0,0,58200,1053000,,0.0176,999999,64,-100,soldall,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,Microsoft Corp.,MSFT,3/31/2005,SH,0,0,2508508,67027000,,1.1231,999999,37,-100,soldall,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,"Level 3 Communications, Inc.",LVLT,3/31/2005,PUT,0,0,7136.9,363000,,0.0061,999999,65,-100,soldall,Communications
LONE PINE CAPITAL LLC,Alphabet Inc. Class A,GOOGL,6/30/2005,SH,2585906,760644000,2409033,434855000,9.4075,5.9079,1,2,7.342075,addition,COMMUNICATIONS
LONE PINE CAPITAL LLC,Apollo Group,APOL,6/30/2005,SH,7521150,588304000,8041754,595572000,7.2761,8.0914,2,1,-6.473762,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,America Movil S.A.B. de C.V. ADS,AMX,6/30/2005,SH,44214378,439270000,36204978,311363000,5.4328,4.2302,3,4,22.122372,addition,UTILITIES AND TELECOMMUNICATIONS
LONE PINE CAPITAL LLC,Golden West Financial,GDW,6/30/2005,SH,5234800,337016000,4069900,246229000,4.1682,3.3453,4,6,28.622325,addition,FINANCE
LONE PINE CAPITAL LLC,Centex Corp.,CTX,6/30/2005,SH,4354800,307754000,3539500,202707000,3.8063,2.754,5,12,23.034327,addition,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,UnitedHealth Group Inc.,UNH,6/30/2005,SH,5882400,306708000,8584400,409390000,3.7933,5.562,6,3,-31.4757,reduction,HEALTH CARE
LONE PINE CAPITAL LLC,Blackberry Ltd,BB,6/30/2005,SH,11422500,280955000,10644174,271143000,3.4748,3.6837,7,5,7.312225,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,NII HOLDINGS INC CL,NIHDQ,6/30/2005,SH,7892842,252334000,7906314,227307000,3.1208,3.0882,8,9,-0.170395,reduction,Communications
LONE PINE CAPITAL LLC,Apple Inc,AAPL,6/30/2005,SH,43709841,229851000,38831905,231161000,2.8428,3.1405,9,8,12.561671,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,SLM Corp,SLM,6/30/2005,SH,4320598,219486000,4680900,233296000,2.7146,3.1696,10,7,-7.69728,reduction,FINANCE
LONE PINE CAPITAL LLC,Bed Bath & Beyond Inc.,BBBY,6/30/2005,SH,4827943,201711000,6055251,221259000,2.4947,3.006,11,10,-20.268491,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,Chesapeake Energy Corp,CHKAQ,6/30/2005,SH,43027.5,196205000,44533.5,195413000,2.4266,2.6549,12,15,-3.381724,reduction,ENERGY
LONE PINE CAPITAL LLC,JPMorgan Chase & Co. (Chemical Bank),JPM,6/30/2005,SH,5297561,187110000,6036861,208875000,2.3141,2.8378,13,11,-12.246431,reduction,FINANCE
LONE PINE CAPITAL LLC,QUALCOMM Inc.,QCOM,6/30/2005,SH,5484136,181031000,4054115,148502000,2.239,2.0175,14,19,35.273321,addition,INFORMATION TECHNOLOGY
LONE PINE CAPITAL LLC,CareMark RX Inc.,CMX,6/30/2005,SH,3526026,156979000,4919826,195711000,1.9415,2.6589,15,14,-28.33027,reduction,HEALTH CARE
LONE PINE CAPITAL LLC,Ryland Group Inc.,RYL,6/30/2005,SH,2054500,155875000,2385500,147949000,1.9278,2.01,16,20,-13.875498,reduction,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Advance Auto Parts, Inc.",AAP,6/30/2005,SH,3503656.5,150774000,0,0,1.8648,,17,999999,,new,CONSUMER DISCRETIONARY
LONE PINE CAPITAL LLC,"Genentech, Inc.",DNA,6/30/2005,SH,1780800,142963000,0,0,1.7681,,18,999999,,new,HEALTH CARE
